[[-5,0,0],{"type":"fight"}]
[[163,1484274238706],[30,163]]
[[164,1484274238756],[30,164]]
[[165,1484274238810],[30,165]]
[[166,1484274238859],[30,166]]
[[167,1484274238905],[30,167]]
[[168,1484274238962],[30,168]]
[[169,1484274239006],[30,169]]
[[170,1484274239059],[30,170]]
[[171,1484274239103],[30,171]]
[[172,1484274239160],[30,172]]
[[173,1484274239206],[30,173]]
[[174,1484274239262],[30,174]]
[[175,1484274239309],[30,175]]
[[176,1484274239355],[30,176]]
[[177,1484274239413],[30,177]]
[[178,1484274239456],[30,178]]
[[179,1484274239503],[30,179]]
[[180,1484274239560],[30,180]]
[[181,1484274239608],[30,181]]
[[182,1484274239662],[30,182]]
[[183,1484274239705],[30,183]]
[[184,1484274239752],[30,184]]
[[185,1484274239802],[30,185]]
[[186,1484274239859],[30,186]]
[[187,1484274239903],[30,187]]
[[188,1484274239960],[30,188]]
[[189,1484274240013],[30,189]]
[[190,1484274240057],[30,190]]
[[191,1484274240103],[30,191]]
[[192,1484274240160],[30,192]]
[[193,1484274240204],[30,193]]
[[194,1484274240261],[30,194]]
[[195,1484274240308],[30,195]]
[[196,1484274240353],[30,196]]
[[197,1484274240408],[30,197]]
[[198,1484274240453],[30,198]]
[[199,1484274240509],[30,199]]
[[200,1484274240552],[30,200]]
[[201,1484274240608],[30,201]]
[[202,1484274240660],[30,202]]
[[203,1484274240704],[30,203]]
[[204,1484274240752],[30,204]]
[[205,1484274240807],[30,205]]
[[206,1484274240853],[30,206]]
[[207,1484274240910],[30,207]]
[[208,1484274240955],[30,208]]
[[209,1484274241009],[30,209]]
[[210,1484274241052],[30,210]]
[[211,1484274241108],[30,211]]
[[212,1484274241155],[30,212]]
[[213,1484274241209],[30,213]]
[[214,1484274241263],[30,214]]
[[215,1484274241308],[30,215]]
[[216,1484274241354],[30,216]]
[[217,1484274241411],[30,217]]
[[218,1484274241457],[30,218]]
[[219,1484274241502],[30,219]]
[[220,1484274241562],[30,220]]
[[221,1484274241608],[30,221]]
[[222,1484274241662],[30,222]]
[[223,1484274241707],[30,223]]
[[224,1484274241763],[30,224]]
[[225,1484274241805],[30,225]]
[[226,1484274241852],[30,226]]
[[227,1484274241909],[30,227]]
[[228,1484274241956],[30,228]]
[[229,1484274242002],[30,229]]
[[230,1484274242061],[30,230]]
[[231,1484274242107],[30,231]]
[[232,1484274242153],[30,232]]
[[233,1484274242206],[30,233]]
[[234,1484274242252],[30,234]]
[[235,1484274242305],[30,235]]
[[236,1484274242362],[30,236]]
[[237,1484274242411],[30,237]]
[[238,1484274242458],[30,238]]
[[239,1484274242502],[30,239]]
[[240,1484274242560],[30,240]]
[[241,1484274242606],[30,241]]
[[242,1484274242652],[30,242]]
[[243,1484274242711],[30,243]]
[[244,1484274242757],[30,244]]
[[245,1484274242803],[30,245]]
[[246,1484274242861],[30,246]]
[[247,1484274242908],[30,247]]
[[248,1484274242953],[30,248]]
[[249,1484274243012],[30,249]]
[[250,1484274243058],[30,250]]
[[251,1484274243113],[30,251]]
[[252,1484274243161],[30,252]]
[[253,1484274243204],[30,253]]
[[254,1484274243261],[30,254]]
[[255,1484274243304],[30,255]]
[[256,1484274243361],[30,256]]
[[257,1484274243407],[30,257]]
[[258,1484274243454],[30,258]]
[[259,1484274243512],[30,259]]
[[260,1484274243556],[30,260]]
[[261,1484274243610],[30,261]]
[[262,1484274243655],[30,262]]
[[263,1484274243702],[30,263]]
[[264,1484274243756],[30,264]]
[[265,1484274243802],[30,265]]
[[266,1484274243855],[30,266]]
[[267,1484274243912],[30,267]]
[[268,1484274243954],[30,268]]
[[269,1484274244012],[30,269]]
[[270,1484274244056],[30,270]]
[[271,1484274244112],[30,271]]
[[272,1484274244158],[30,272]]
[[273,1484274244203],[30,273]]
[[274,1484274244260],[30,274]]
[[275,1484274244308],[30,275]]
[[276,1484274244352],[30,276]]
[[277,1484274244409],[30,277]]
[[278,1484274244453],[30,278]]
[[279,1484274244512],[30,279]]
[[280,1484274244555],[30,280]]
[[281,1484274244612],[30,281]]
[[282,1484274244655],[30,282]]
[[283,1484274244702],[30,283]]
[[284,1484274244756],[30,284]]
[[285,1484274244813],[30,285]]
[[286,1484274244858],[30,286]]
[[287,1484274244905],[30,287]]
[[288,1484274244963],[30,288]]
[[289,1484274245008],[30,289]]
[[290,1484274245061],[30,290]]
[[291,1484274245105],[30,291]]
[[292,1484274245160],[30,292]]
[[293,1484274245207],[30,293]]
[[294,1484274245252],[30,294]]
[[295,1484274245309],[30,295]]
[[296,1484274245354],[30,296]]
[[297,1484274245407],[30,297]]
[[298,1484274245462],[30,298]]
[[299,1484274245508],[30,299]]
[[300,1484274245555],[30,300]]
[[301,1484274245612],[30,301]]
[[302,1484274245656],[30,302]]
[[303,1484274245710],[30,303]]
[[304,1484274245756],[30,304]]
[[305,1484274245811],[30,305]]
[[306,1484274245857],[30,306]]
[[307,1484274245902],[30,307]]
[[308,1484274245957],[30,308]]
[[309,1484274246004],[30,309]]
[[310,1484274246061],[30,310]]
[[311,1484274246107],[30,311]]
[[312,1484274246163],[30,312]]
[[313,1484274246210],[30,313]]
[[314,1484274246255],[30,314]]
[[315,1484274246312],[30,315]]
[[316,1484274246354],[30,316]]
[[317,1484274246410],[30,317]]
[[318,1484274246455],[30,318]]
[[319,1484274246513],[30,319]]
[[320,1484274246559],[30,320]]
[[321,1484274246602],[30,321]]
[[322,1484274246661],[30,322]]
[[323,1484274246704],[30,323]]
[[324,1484274246762],[30,324]]
[[325,1484274246809],[30,325]]
[[326,1484274246853],[30,326]]
[[327,1484274246906],[30,327]]
[[328,1484274246964],[30,328]]
[[329,1484274247007],[30,329]]
[[330,1484274247053],[30,330]]
[[331,1484274247103],[30,331]]
[[332,1484274247160],[30,332]]
[[333,1484274247204],[30,333]]
[[334,1484274247260],[30,334]]
[[335,1484274247303],[30,335]]
[[336,1484274247357],[30,336]]
[[337,1484274247412],[30,337]]
[[338,1484274247459],[30,338]]
[[339,1484274247505],[30,339]]
[[340,1484274247552],[30,340]]
[[341,1484274247609],[30,341]]
[[342,1484274247662],[30,342]]
[[343,1484274247706],[30,343]]
[[344,1484274247762],[30,344]]
[[345,1484274247807],[30,345]]
[[346,1484274247854],[30,346]]
[[347,1484274247912],[30,347]]
[[348,1484274247958],[30,348]]
[[349,1484274248005],[30,349]]
[[350,1484274248063],[30,350]]
[[351,1484274248109],[30,351]]
[[352,1484274248156],[30,352]]
[[353,1484274248212],[30,353]]
[[354,1484274248260],[30,354]]
[[355,1484274248305],[30,355]]
[[356,1484274248359],[30,356]]
[[357,1484274248405],[30,357]]
[[358,1484274248461],[30,358]]
[[359,1484274248508],[30,359]]
[[360,1484274248562],[30,360]]
[[361,1484274248609],[30,361]]
[[362,1484274248653],[30,362]]
[[363,1484274248713],[30,363]]
[[364,1484274248757],[30,364]]
[[365,1484274248810],[30,365]]
[[366,1484274248852],[30,366]]
[[367,1484274248910],[30,367]]
[[368,1484274248957],[30,368]]
[[369,1484274249002],[30,369]]
[[370,1484274249060],[30,370]]
[[371,1484274249108],[30,371]]
[[372,1484274249154],[30,372]]
[[373,1484274249212],[30,373]]
[[374,1484274249255],[30,374]]
[[375,1484274249309],[30,375]]
[[376,1484274249363],[30,376]]
[[377,1484274249407],[30,377]]
[[378,1484274249453],[30,378]]
[[379,1484274249508],[30,379]]
[[380,1484274249563],[30,380]]
[[381,1484274249609],[30,381]]
[[382,1484274249653],[30,382]]
[[383,1484274249709],[30,383]]
[[384,1484274249753],[30,384]]
[[385,1484274249811],[30,385]]
[[386,1484274249858],[30,386]]
[[387,1484274249903],[30,387]]
[[388,1484274249960],[30,388]]
[[389,1484274250012],[30,389]]
[[390,1484274250058],[30,390]]
[[391,1484274250105],[30,391]]
[[392,1484274250152],[30,392]]
[[393,1484274250209],[30,393]]
[[394,1484274250256],[30,394]]
[[395,1484274250310],[30,395]]
[[396,1484274250357],[30,396]]
[[397,1484274250402],[30,397]]
[[398,1484274250463],[30,398]]
[[399,1484274250508],[30,399]]
[[400,1484274250556],[30,400]]
[[401,1484274250613],[30,401]]
[[402,1484274250661],[30,402]]
[[403,1484274250707],[30,403]]
[[404,1484274250753],[30,404]]
[[405,1484274250809],[30,405]]
[[406,1484274250862],[30,406]]
[[407,1484274250903],[30,407]]
[[408,1484274250957],[30,408]]
[[409,1484274251002],[30,409]]
[[410,1484274251058],[30,410]]
[[411,1484274251104],[30,411]]
[[412,1484274251158],[30,412]]
[[413,1484274251211],[30,413]]
[[414,1484274251254],[30,414]]
[[415,1484274251311],[30,415]]
[[416,1484274251360],[30,416]]
[[417,1484274251406],[30,417]]
[[418,1484274251461],[30,418]]
[[419,1484274251507],[30,419]]
[[420,1484274251553],[30,420]]
[[421,1484274251610],[30,421]]
[[422,1484274251653],[30,422]]
[[423,1484274251708],[30,423]]
[[424,1484274251755],[30,424]]
[[425,1484274251813],[30,425]]
[[426,1484274251859],[30,426]]
[[427,1484274251906],[30,427]]
[[428,1484274251960],[30,428]]
[[429,1484274252004],[30,429]]
[[430,1484274252057],[30,430]]
[[431,1484274252103],[30,431]]
[[432,1484274252158],[30,432]]
[[433,1484274252206],[30,433]]
[[434,1484274252262],[30,434]]
[[435,1484274252307],[30,435]]
[[436,1484274252362],[30,436]]
[[437,1484274252409],[30,437]]
[[438,1484274252456],[30,438]]
[[439,1484274252503],[30,439]]
[[440,1484274252560],[30,440]]
[[441,1484274252605],[30,441]]
[[442,1484274252653],[30,442]]
[[443,1484274252708],[30,443]]
[[444,1484274252753],[30,444]]
[[445,1484274252811],[30,445]]
[[446,1484274252853],[30,446]]
[[447,1484274252908],[30,447]]
[[448,1484274252953],[30,448]]
[[449,1484274253008],[30,449]]
[[450,1484274253056],[30,450]]
[[451,1484274253110],[30,451]]
[[452,1484274253153],[30,452]]
[[453,1484274253210],[30,453]]
[[454,1484274253252],[30,454]]
[[455,1484274253309],[30,455]]
[[456,1484274253357],[30,456]]
[[457,1484274253403],[30,457]]
[[458,1484274253461],[30,458]]
[[459,1484274253508],[30,459]]
[[460,1484274253552],[30,460]]
[[461,1484274253608],[30,461]]
[[462,1484274253653],[30,462]]
[[463,1484274253709],[30,463]]
[[464,1484274253757],[30,464]]
[[465,1484274253807],[30,465]]
[[466,1484274253861],[30,466]]
[[467,1484274253905],[30,467]]
[[468,1484274253962],[30,468]]
[[469,1484274254007],[30,469]]
[[470,1484274254053],[30,470]]
[[471,1484274254109],[30,471]]
[[472,1484274254154],[30,472]]
[[473,1484274254209],[30,473]]
[[474,1484274254255],[30,474]]
[[475,1484274254310],[30,475]]
[[476,1484274254354],[30,476]]
[[477,1484274254410],[30,477]]
[[478,1484274254452],[30,478]]
[[479,1484274254510],[30,479]]
[[480,1484274254553],[30,480]]
[[481,1484274254611],[30,481]]
[[482,1484274254657],[30,482]]
[[483,1484274254703],[30,483]]
[[484,1484274254762],[30,484]]
[[485,1484274254808],[30,485]]
[[486,1484274254854],[30,486]]
[[487,1484274254912],[30,487]]
[[488,1484274254959],[30,488]]
[[489,1484274255005],[30,489]]
[[490,1484274255052],[30,490]]
[[491,1484274255110],[30,491]]
[[492,1484274255156],[30,492]]
[[493,1484274255203],[30,493]]
[[494,1484274255261],[30,494]]
[[495,1484274255307],[30,495]]
[[496,1484274255353],[30,496]]
[[497,1484274255412],[30,497]]
[[498,1484274255458],[30,498]]
[[499,1484274255504],[30,499]]
[[500,1484274255561],[30,500]]
[[501,1484274255609],[30,501]]
[[502,1484274255654],[30,502]]
[[503,1484274255708],[30,503]]
[[504,1484274255754],[30,504]]
[[505,1484274255810],[30,505]]
[[506,1484274255856],[30,506]]
[[507,1484274255911],[30,507]]
[[508,1484274255957],[30,508]]
[[509,1484274256004],[30,509]]
[[510,1484274256062],[30,510]]
[[511,1484274256108],[30,511]]
[[512,1484274256155],[30,512]]
[[513,1484274256209],[30,513]]
[[514,1484274256262],[30,514]]
[[515,1484274256306],[30,515]]
[[516,1484274256352],[30,516]]
[[517,1484274256410],[30,517]]
[[518,1484274256457],[30,518]]
[[519,1484274256512],[30,519]]
[[520,1484274256558],[30,520]]
[[521,1484274256604],[30,521]]
[[522,1484274256660],[30,522]]
[[523,1484274256705],[30,523]]
[[524,1484274256763],[30,524]]
[[525,1484274256809],[30,525]]
[[526,1484274256857],[30,526]]
[[527,1484274256904],[30,527]]
[[528,1484274256953],[30,528]]
[[529,1484274257010],[30,529]]
[[530,1484274257055],[30,530]]
[[531,1484274257110],[30,531]]
[[532,1484274257156],[30,532]]
[[533,1484274257204],[30,533]]
[[534,1484274257259],[30,534]]
[[535,1484274257304],[30,535]]
[[536,1484274257360],[30,536]]
[[537,1484274257408],[30,537]]
[[538,1484274257455],[30,538]]
[[539,1484274257502],[30,539]]
[[540,1484274257557],[30,540]]
[[541,1484274257603],[30,541]]
[[542,1484274257660],[30,542]]
[[543,1484274257704],[30,543]]
[[544,1484274257760],[30,544]]
[[545,1484274257808],[30,545]]
[[546,1484274257853],[30,546]]
[[547,1484274257913],[30,547]]
[[548,1484274257958],[30,548]]
[[549,1484274258003],[30,549]]
[[550,1484274258059],[30,550]]
[[551,1484274258103],[30,551]]
[[552,1484274258162],[30,552]]
[[553,1484274258208],[30,553]]
[[554,1484274258252],[30,554]]
[[555,1484274258310],[30,555]]
[[556,1484274258357],[30,556]]
[[557,1484274258405],[30,557]]
[[558,1484274258461],[30,558]]
[[559,1484274258505],[30,559]]
[[560,1484274258562],[30,560]]
[[561,1484274258605],[30,561]]
[[562,1484274258660],[30,562]]
[[563,1484274258707],[30,563]]
[[564,1484274258755],[30,564]]
[[565,1484274258808],[30,565]]
[[566,1484274258855],[30,566]]
[[567,1484274258912],[30,567]]
[[568,1484274258956],[30,568]]
[[569,1484274259011],[30,569]]
[[570,1484274259057],[30,570]]
[[571,1484274259104],[30,571]]
[[572,1484274259162],[30,572]]
[[573,1484274259207],[30,573]]
[[574,1484274259255],[30,574]]
[[575,1484274259313],[30,575]]
[[576,1484274259355],[30,576]]
[[577,1484274259413],[30,577]]
[[578,1484274259458],[30,578]]
[[579,1484274259513],[30,579]]
[[580,1484274259556],[30,580]]
[[581,1484274259603],[30,581]]
[[582,1484274259661],[30,582]]
[[583,1484274259708],[30,583]]
[[584,1484274259754],[30,584]]
[[585,1484274259812],[30,585]]
[[586,1484274259858],[30,586]]
[[587,1484274259905],[30,587]]
[[588,1484274259963],[30,588]]
[[589,1484274260009],[30,589]]
[[590,1484274260056],[30,590]]
[[591,1484274260102],[30,591]]
[[592,1484274260160],[30,592]]
[[593,1484274260207],[30,593]]
[[594,1484274260253],[30,594]]
[[595,1484274260311],[30,595]]
[[596,1484274260358],[30,596]]
[[597,1484274260404],[30,597]]
[[598,1484274260462],[30,598]]
[[599,1484274260508],[30,599]]
[[600,1484274260555],[30,600]]
[[601,1484274260613],[30,601]]
[[602,1484274260659],[30,602]]
[[603,1484274260706],[30,603]]
[[604,1484274260752],[30,604]]
[[605,1484274260808],[30,605]]
[[606,1484274260853],[30,606]]
[[607,1484274260910],[30,607]]
[[608,1484274260957],[30,608]]
[[609,1484274261012],[30,609]]
[[610,1484274261062],[30,610]]
[[611,1484274261105],[30,611]]
[[612,1484274261159],[30,612]]
[[613,1484274261205],[30,613]]
[[614,1484274261262],[30,614]]
[[615,1484274261309],[30,615]]
[[616,1484274261353],[30,616]]
[[617,1484274261409],[30,617]]
[[618,1484274261455],[30,618]]
[[619,1484274261513],[30,619]]
[[620,1484274261562],[30,620]]
[[621,1484274261607],[30,621]]
[[622,1484274261663],[30,622]]
[[623,1484274261705],[30,623]]
[[624,1484274261764],[30,624]]
[[625,1484274261809],[30,625]]
[[626,1484274261855],[30,626]]
[[627,1484274261910],[30,627]]
[[628,1484274261955],[30,628]]
[[629,1484274262002],[30,629]]
[[630,1484274262058],[30,630]]
[[631,1484274262103],[30,631]]
[[632,1484274262156],[30,632]]
[[633,1484274262204],[30,633]]
[[634,1484274262262],[30,634]]
[[635,1484274262308],[30,635]]
[[636,1484274262354],[30,636]]
[[637,1484274262408],[30,637]]
[[638,1484274262453],[30,638]]
[[639,1484274262511],[30,639]]
[[640,1484274262560],[30,640]]
[[641,1484274262605],[30,641]]
[[642,1484274262653],[30,642]]
[[643,1484274262710],[30,643]]
[[644,1484274262756],[30,644]]
[[645,1484274262804],[30,645]]
[[646,1484274262858],[30,646]]
[[647,1484274262913],[30,647]]
[[648,1484274262958],[30,648]]
[[649,1484274263005],[30,649]]
[[650,1484274263061],[30,650]]
[[651,1484274263104],[30,651]]
[[652,1484274263160],[30,652]]
[[653,1484274263202],[30,653]]
[[654,1484274263257],[30,654]]
[[655,1484274263305],[30,655]]
[[656,1484274263363],[30,656]]
[[657,1484274263407],[30,657]]
[[658,1484274263452],[30,658]]
[[659,1484274263505],[30,659]]
[[660,1484274263562],[30,660]]
[[661,1484274263608],[30,661]]
[[662,1484274263655],[30,662]]
[[663,1484274263702],[30,663]]
[[664,1484274263759],[30,664]]
[[665,1484274263804],[30,665]]
[[666,1484274263859],[30,666]]
[[667,1484274263905],[30,667]]
[[668,1484274263961],[30,668]]
[[669,1484274264007],[30,669]]
[[670,1484274264061],[30,670]]
[[671,1484274264107],[30,671]]
[[672,1484274264153],[30,672]]
[[673,1484274264210],[30,673]]
[[674,1484274264255],[30,674]]
[[675,1484274264312],[30,675]]
[[676,1484274264357],[30,676]]
[[677,1484274264402],[30,677]]
[[678,1484274264455],[30,678]]
[[679,1484274264503],[30,679]]
[[680,1484274264560],[30,680]]
[[681,1484274264607],[30,681]]
[[682,1484274264654],[30,682]]
[[683,1484274264711],[30,683]]
[[684,1484274264758],[30,684]]
[[685,1484274264804],[30,685]]
[[686,1484274264862],[30,686]]
[[687,1484274264909],[30,687]]
[[688,1484274264955],[30,688]]
[[689,1484274265002],[30,689]]
[[690,1484274265059],[30,690]]
[[691,1484274265102],[30,691]]
[[692,1484274265157],[30,692]]
[[693,1484274265202],[30,693]]
[[694,1484274265257],[30,694]]
[[695,1484274265303],[30,695]]
[[696,1484274265361],[30,696]]
[[697,1484274265408],[30,697]]
[[698,1484274265452],[30,698]]
[[699,1484274265506],[30,699]]
[[700,1484274265563],[30,700]]
[[701,1484274265608],[30,701]]
[[702,1484274265652],[30,702]]
[[703,1484274265710],[30,703]]
[[704,1484274265756],[30,704]]
[[705,1484274265803],[30,705]]
[[706,1484274265858],[30,706]]
[[707,1484274265902],[30,707]]
[[708,1484274265958],[30,708]]
[[709,1484274266004],[30,709]]
[[710,1484274266061],[30,710]]
[[711,1484274266104],[30,711]]
[[712,1484274266161],[30,712]]
[[713,1484274266202],[30,713]]
[[714,1484274266255],[30,714]]
[[715,1484274266302],[30,715]]
[[716,1484274266360],[30,716]]
[[717,1484274266403],[30,717]]
[[718,1484274266452],[30,718]]
[[719,1484274266508],[30,719]]
[[720,1484274266553],[30,720]]
[[721,1484274266609],[30,721]]
[[722,1484274266654],[30,722]]
[[723,1484274266708],[30,723]]
[[724,1484274266755],[30,724]]
[[725,1484274266813],[30,725]]
[[726,1484274266860],[30,726]]
[[727,1484274266905],[30,727]]
[[728,1484274266952],[30,728]]
[[729,1484274267010],[30,729]]
[[730,1484274267056],[30,730]]
[[731,1484274267103],[30,731]]
[[732,1484274267155],[30,732]]
[[733,1484274267204],[30,733]]
[[734,1484274267258],[30,734]]
[[735,1484274267312],[30,735]]
[[736,1484274267355],[30,736]]
[[737,1484274267403],[30,737]]
[[738,1484274267458],[30,738]]
[[739,1484274267503],[30,739]]
[[740,1484274267558],[30,740]]
[[741,1484274267602],[30,741]]
[[742,1484274267660],[30,742]]
[[743,1484274267707],[30,743]]
[[744,1484274267753],[30,744]]
[[745,1484274267808],[30,745]]
[[746,1484274267855],[30,746]]
[[747,1484274267912],[30,747]]
[[748,1484274267955],[30,748]]
[[749,1484274268012],[30,749]]
[[750,1484274268058],[30,750]]
[[751,1484274268105],[30,751]]
[[752,1484274268160],[30,752]]
[[753,1484274268206],[30,753]]
[[754,1484274268252],[30,754]]
[[755,1484274268309],[30,755]]
[[756,1484274268353],[30,756]]
[[757,1484274268412],[30,757]]
[[758,1484274268457],[30,758]]
[[759,1484274268503],[30,759]]
[[760,1484274268557],[30,760]]
[[761,1484274268607],[30,761]]
[[762,1484274268654],[30,762]]
[[763,1484274268710],[30,763]]
[[764,1484274268756],[30,764]]
[[765,1484274268806],[30,765]]
[[766,1484274268852],[30,766]]
[[767,1484274268909],[30,767]]
[[768,1484274268955],[30,768]]
[[769,1484274269007],[30,769]]
[[770,1484274269055],[30,770]]
[[771,1484274269102],[30,771]]
[[772,1484274269158],[30,772]]
[[773,1484274269203],[30,773]]
[[774,1484274269260],[30,774]]
[[775,1484274269306],[30,775]]
[[776,1484274269353],[30,776]]
[[777,1484274269406],[30,777]]
[[778,1484274269472],[30,778]]
[[779,1484274269506],[30,779]]
[[780,1484274269553],[30,780]]
[[781,1484274269611],[30,781]]
[[782,1484274269656],[30,782]]
[[783,1484274269703],[30,783]]
[[784,1484274269762],[30,784]]
[[785,1484274269808],[30,785]]
[[786,1484274269854],[30,786]]
[[787,1484274269912],[30,787]]
[[788,1484274269959],[30,788]]
[[789,1484274270005],[30,789]]
[[790,1484274270052],[30,790]]
[[791,1484274270108],[30,791]]
[[792,1484274270153],[30,792]]
[[793,1484274270207],[30,793]]
[[794,1484274270253],[30,794]]
[[795,1484274270312],[30,795]]
[[796,1484274270354],[30,796]]
[[797,1484274270412],[30,797]]
[[798,1484274270458],[30,798]]
[[799,1484274270502],[30,799]]
[[800,1484274270559],[30,800]]
[[801,1484274270606],[30,801]]
[[802,1484274270659],[30,802]]
[[803,1484274270706],[30,803]]
[[804,1484274270759],[30,804]]
[[805,1484274270802],[30,805]]
[[806,1484274270857],[30,806]]
[[807,1484274270912],[30,807]]
[[808,1484274270957],[30,808]]
[[809,1484274271004],[30,809]]
[[810,1484274271062],[30,810]]
[[811,1484274271109],[30,811]]
[[812,1484274271155],[30,812]]
[[813,1484274271213],[30,813]]
[[814,1484274271259],[30,814]]
[[815,1484274271306],[30,815]]
[[816,1484274271352],[30,816]]
[[817,1484274271410],[30,817]]
[[818,1484274271457],[30,818]]
[[819,1484274271503],[30,819]]
[[820,1484274271561],[30,820]]
